"fips","location","population","density"
"06031","Kings County, California",152940,110.00431738
"06063","Plumas County, California",18807,7.3664475247
"06079","San Luis Obispo County, California",283111,85.775180087
"06019","Fresno County, California",999101,167.6799017
"06029","Kern County, California",900202,110.6947351
"06059","Orange County, California",3175692,4005.6166459
"06111","Ventura County, California",846006,459.16825553
"06009","Calaveras County, California",45905,45.004949116
"06101","Sutter County, California",96971,160.9395951
"06081","San Mateo County, California",766573,1708.6818505
"06109","Tuolumne County, California",54478,24.530013798
"06077","San Joaquin County, California",762148,547.38885704
"06005","Amador County, California",39752,66.858209499
"08095","Phillips County, Colorado",4265,6.199777726
"08007","Archuleta County, Colorado",14029,10.391173342
"08031","Denver County, Colorado",727211,4743.9552682
"08061","Kiowa County, Colorado",1406,0.7953348788
"08055","Huerfano County, Colorado",6897,4.334919592
"08009","Baca County, Colorado",3581,1.4015695336
"08015","Chaffee County, Colorado",20356,20.086669116
"08047","Gilpin County, Colorado",6243,41.613730276
"08063","Kit Carson County, Colorado",7097,3.2843989042
"08045","Garfield County, Colorado",60061,20.377448183
"08051","Gunnison County, Colorado",17462,5.3909343068
"08059","Jefferson County, Colorado",582881,762.59696552
"08079","Mineral County, Colorado",769,0.8780939967
"08091","Ouray County, Colorado",4952,9.1433973996
"08103","Rio Blanco County, Colorado",6324,1.9633833798
"08115","Sedgwick County, Colorado",2248,4.101884615
"08123","Weld County, Colorado",324492,81.429805285
"08021","Conejos County, Colorado",8205,6.3731703633
"08027","Custer County, Colorado",5068,6.8613905706
"08023","Costilla County, Colorado",3887,3.1663577284
"08001","Adams County, Colorado",517421,443.64116675
"08035","Douglas County, Colorado",351154,417.91548841
"08037","Eagle County, Colorado",55127,32.726608698
"08065","Lake County, Colorado",8127,21.561657813
"08067","La Plata County, Colorado",56221,33.273132033
"08081","Moffat County, Colorado",13283,2.8004043902
"08097","Pitkin County, Colorado",17767,18.303260404
"08105","Rio Grande County, Colorado",11267,12.354757523
"08017","Cheyenne County, Colorado",1831,1.0296488382
"08011","Bent County, Colorado",5577,3.6864273852
"08025","Crowley County, Colorado",6061,7.6972162063
"08033","Dolores County, Colorado",2055,1.9256531242
"08111","San Juan County, Colorado",728,1.8786342004
"08057","Jackson County, Colorado",1392,0.8626001243
"08069","Larimer County, Colorado",356899,137.4922924
"08075","Logan County, Colorado",22409,12.188088015
"08083","Montezuma County, Colorado",26183,12.902166001
"08113","San Miguel County, Colorado",8179,6.3564403745
"08119","Teller County, Colorado",25388,45.576449143
"08013","Boulder County, Colorado",326196,449.0721707
"08039","Elbert County, Colorado",26729,14.441579212
"08071","Las Animas County, Colorado",14506,3.0392180855
"08125","Yuma County, Colorado",10019,4.2374414873
"08073","Lincoln County, Colorado",5701,2.2116792515
"08107","Routt County, Colorado",25638,10.854269955
"08117","Summit County, Colorado",31011,50.976513811
"08003","Alamosa County, Colorado",16233,22.465424451
"08019","Clear Creek County, Colorado",9700,24.55243145
"08029","Delta County, Colorado",31162,27.284220284
"08043","Fremont County, Colorado",47839,31.20445954
"08101","Pueblo County, Colorado",168424,70.58553725
"08085","Montrose County, Colorado",42758,19.080333806
"08087","Morgan County, Colorado",29068,22.700768731
"08093","Park County, Colorado",18845,8.5897142148
"08109","Saguache County, Colorado",6824,2.1536556841
"08077","Mesa County, Colorado",154210,46.324405694
"08099","Prowers County, Colorado",12172,7.4292112205
"08053","Hinsdale County, Colorado",820,0.7339575399
"08041","El Paso County, Colorado",720403,338.71841276
"08121","Washington County, Colorado",4908,1.949101146
"08049","Grand County, Colorado",15734,8.5212337515
"08005","Arapahoe County, Colorado",656590,822.83599885
"08089","Otero County, Colorado",18278,14.483982029
"08014","Broomfield County, Colorado",70465,2135.0741839
"10003","New Castle County, Delaware",558753,1310.6490387
"10005","Sussex County, Delaware",234225,250.20481554
"10001","Kent County, Delaware",180786,308.47687444
"11001","District of Columbia, District of Columbia",705749,11543.999939
"09009","New Haven County, Connecticut",854757,1413.9582297
"09005","Litchfield County, Connecticut",180333,195.90467325
"09003","Hartford County, Connecticut",891720,1213.2864925
"09015","Windham County, Connecticut",116782,227.67698741
"09011","New London County, Connecticut",265206,398.72059141
"09007","Middlesex County, Connecticut",162436,439.84321801
"09013","Tolland County, Connecticut",150721,367.29661189
"09001","Fairfield County, Connecticut",943332,1509.4086275
"12133","Washington County, Florida",25473,43.567657611
"12031","Duval County, Florida",957755,1255.8590575
"12007","Bradford County, Florida",28201,95.933656468
"12009","Brevard County, Florida",601942,593.05632145
"17173","Shelby County, Illinois",21634,28.521693745
"17185","Wabash County, Illinois",11520,51.584466676
"17019","Champaign County, Illinois",209689,210.50729637
"17013","Calhoun County, Illinois",4739,18.669812165
"17035","Cumberland County, Illinois",10766,31.120672586
"17053","Ford County, Illinois",12961,26.690862654
"17085","Jo Daviess County, Illinois",21235,35.337261018
"17089","Kane County, Illinois",532403,1025.1137169
"17093","Kendall County, Illinois",128990,402.79407915
"17101","Lawrence County, Illinois",15678,42.12493578
"17009","Brown County, Illinois",6578,21.515944816
"17121","Marion County, Illinois",37205,64.982627613
"17123","Marshall County, Illinois",11438,29.569778959
"17125","Mason County, Illinois",13359,24.768617548
"17075","Iroquois County, Illinois",27114,24.265366799
"17021","Christian County, Illinois",32304,45.531319283
"17025","Clay County, Illinois",13184,28.154649273
"17059","Gallatin County, Illinois",4828,14.947822627
"17077","Jackson County, Illinois",56750,97.246239961
"17133","Monroe County, Illinois",34637,89.890218553
"17143","Peoria County, Illinois",179179,289.59864737
"17181","Union County, Illinois",16653,40.281928891
"17201","Winnebago County, Illinois",282572,550.65493316
"17147","Piatt County, Illinois",16344,37.214117327
"17153","Pulaski County, Illinois",5335,26.766584671
"17169","Schuyler County, Illinois",6768,15.476773913
"17175","Stark County, Illinois",5342,18.542654276
"17045","Edgar County, Illinois",17161,27.531445419
"17005","Bond County, Illinois",16426,43.187795669
"17007","Boone County, Illinois",53544,190.70683907
"17011","Bureau County, Illinois",32628,37.542669859
"17015","Carroll County, Illinois",14305,32.11673175
"17029","Coles County, Illinois",50621,99.592136412
"17033","Crawford County, Illinois",18667,42.076580411
"17083","Jersey County, Illinois",21773,58.900059082
"17155","Putnam County, Illinois",5739,35.847017731
"17039","De Witt County, Illinois",15638,39.334840021
"17051","Fayette County, Illinois",21336,29.780643438
"17103","Lee County, Illinois",34096,47.042800536
"17107","Logan County, Illinois",28618,46.303240843
"17117","Macoupin County, Illinois",44926,52.059522393
"17159","Richland County, Illinois",15513,43.087580814
"17165","Saline County, Illinois",23491,61.820001107
"17189","Washington County, Illinois",13887,24.684183229
"17135","Montgomery County, Illinois",28414,40.37463679
"17195","Whiteside County, Illinois",55175,80.653498449
"17001","Adams County, Illinois",65435,76.519560184
"17027","Clinton County, Illinois",37562,79.254531794
"17037","DeKalb County, Illinois",104897,166.15067683
"17047","Edwards County, Illinois",6395,28.754539444
"17079","Jasper County, Illinois",9610,19.429302478
"17081","Jefferson County, Illinois",37684,65.972900584
"17183","Vermilion County, Illinois",75758,84.333088722
"17197","Will County, Illinois",690743,826.37524942
"17199","Williamson County, Illinois",66597,158.48353042
"17023","Clark County, Illinois",15441,30.797315124
"17041","Douglas County, Illinois",19465,46.718229094
"17049","Effingham County, Illinois",34008,71.032076133
"17057","Fulton County, Illinois",34340,39.667635105
"17061","Greene County, Illinois",12969,23.882255596
"17065","Hamilton County, Illinois",8116,18.67260633
"17069","Hardin County, Illinois",3821,21.540244686
"17073","Henry County, Illinois",48913,59.428708102
"17087","Johnson County, Illinois",12417,36.123786904
"17095","Knox County, Illinois",49699,69.374739081
"17097","Lake County, Illinois",696535,1569.1260633
"17105","Livingston County, Illinois",35648,34.157766537
"17127","Massac County, Illinois",13772,58.050474498
"17171","Scott County, Illinois",4951,19.741648421
"17179","Tazewell County, Illinois",131803,203.88278094
"17017","Cass County, Illinois",12147,32.327006058
"17187","Warren County, Illinois",16844,31.05548238
"18061","Harrison County, Indiana",40515,83.619607076
"18069","Huntington County, Indiana",36520,95.439909021
"18091","LaPorte County, Indiana",109888,183.67620597
"18169","Wabash County, Indiana",30996,75.134923424
"18181","White County, Indiana",24102,47.713490117
"18073","Jasper County, Indiana",33562,59.966439611
"18075","Jay County, Indiana",20436,53.231877818
"18101","Martin County, Indiana",10255,30.542602409
"18127","Porter County, Indiana",170389,407.5470632
"18145","Shelby County, Indiana",44729,108.79302183
"18137","Ripley County, Indiana",28324,63.446502807
"18147","Spencer County, Indiana",20277,51.105463359
"18153","Sullivan County, Indiana",20669,46.221558379
"18159","Tipton County, Indiana",15148,58.140600531
"18157","Tippecanoe County, Indiana",195732,392.32152734
"18167","Vigo County, Indiana",107038,265.2407105
"18173","Warrick County, Indiana",62998,163.71008447
"18057","Hamilton County, Indiana",338011,857.14024676
"18033","DeKalb County, Indiana",43475,119.82111161
"18087","LaGrange County, Indiana",39614,104.34906183
"18005","Bartholomew County, Indiana",83779,205.8677649
"18139","Rush County, Indiana",16581,40.627391464
"18011","Boone County, Indiana",67843,160.41872841
"18049","Fulton County, Indiana",19974,54.219276739
"18089","Lake County, Indiana",485493,973.34320163
"18107","Montgomery County, Indiana",38338,75.969901722
"18113","Noble County, Indiana",47744,116.20954268
"18001","Adams County, Indiana",35777,105.55976829
"18019","Clark County, Indiana",118302,317.30135426
"18041","Fayette County, Indiana",23102,107.44071773
"18021","Clay County, Indiana",26225,73.335620447
"18063","Hendricks County, Indiana",170311,418.56402865
"18037","Dubois County, Indiana",42736,100.02217785
"18047","Franklin County, Indiana",22758,59.19997401
"18053","Grant County, Indiana",65769,158.82833351
"18059","Hancock County, Indiana",78168,255.48719537
"18071","Jackson County, Indiana",44231,86.731831454
"18067","Howard County, Indiana",82544,281.64884456
"18115","Ohio County, Indiana",5875,68.195205289
"18119","Owen County, Indiana",20799,53.98189615
"18121","Parke County, Indiana",16937,38.084544724
"18135","Randolph County, Indiana",24665,54.522839314
"18183","Whitley County, Indiana",33964,101.20933212
"18007","Benton County, Indiana",8748,21.524663329
"18013","Brown County, Indiana",15092,48.373734188
"18023","Clinton County, Indiana",32399,79.984257434
"18133","Putnam County, Indiana",37576,78.195799548
"18161","Union County, Indiana",7054,43.761969841
"18175","Washington County, Indiana",28036,54.577519984
"18027","Daviess County, Indiana",33351,77.650982373
"18029","Dearborn County, Indiana",49458,162.11122311
"18065","Henry County, Indiana",47972,122.4151072
"18083","Knox County, Indiana",36594,70.915811337
"18093","Lawrence County, Indiana",45370,101.00659482
"18095","Madison County, Indiana",129569,286.70778078
"18123","Perry County, Indiana",19169,50.214788474
"18125","Pike County, Indiana",12389,37.059264584
"18131","Pulaski County, Indiana",12353,28.484470155
"18129","Posey County, Indiana",25427,62.112735767
"18151","Steuben County, Indiana",34594,112.03546637
"18171","Warren County, Indiana",8265,22.663054412
"18165","Vermillion County, Indiana",15498,60.335370079
"18179","Wells County, Indiana",28296,76.873101102
"18003","Allen County, Indiana",379299,577.03834878
"18031","Decatur County, Indiana",26559,71.286353726
"18035","Delaware County, Indiana",114135,291.08588966
"18043","Floyd County, Indiana",78522,530.67969719
"18077","Jefferson County, Indiana",32308,89.585351019
"18079","Jennings County, Indiana",27735,73.646318083
"18081","Johnson County, Indiana",158167,493.58716198
"18103","Miami County, Indiana",35516,95.002636908
"18109","Morgan County, Indiana",70489,174.54683103
"18051","Gibson County, Indiana",33659,69.055160301
"18111","Newton County, Indiana",13984,34.807309838
"18117","Orange County, Indiana",19646,49.31496019
"18141","St. Joseph County, Indiana",271826,593.64377524
"18085","Kosciusko County, Indiana",79456,149.51197031
"18099","Marshall County, Indiana",46258,104.2739732
"18155","Switzerland County, Indiana",10751,48.720392551
"18163","Vanderburgh County, Indiana",181451,776.50862047
"18009","Blackford County, Indiana",11758,71.225374545
"18015","Carroll County, Indiana",20257,54.421434495
"18143","Scott County, Indiana",23873,125.38268259
"18105","Monroe County, Indiana",148431,376.23008348
"18045","Fountain County, Indiana",16346,41.312454839
"18039","Elkhart County, Indiana",206341,445.49761916
"18149","Starke County, Indiana",22995,74.382759895
"18025","Crawford County, Indiana",10577,34.609095333
"18017","Cass County, Indiana",37689,91.443726156
"18055","Greene County, Indiana",31922,58.845938331
"18097","Marion County, Indiana",964582,2432.3168245
"18177","Wayne County, Indiana",65884,163.99070715
"19011","Benton County, Iowa",25645,35.811923904
"19023","Butler County, Iowa",14439,24.888899587
"19061","Dubuque County, Iowa",97311,159.97222714
"19071","Fremont County, Iowa",6960,13.615908945
"19079","Hamilton County, Iowa",14773,25.614067098
"19151","Pocahontas County, Iowa",6619,11.466615017
"19173","Taylor County, Iowa",6121,11.50776661
"19175","Union County, Iowa",12241,28.894466354
"19177","Van Buren County, Iowa",7044,14.529470133
"19195","Worth County, Iowa",7381,18.44680705
"19159","Ringgold County, Iowa",4894,9.1391632427
"19003","Adams County, Iowa",3602,8.5066598383
"19001","Adair County, Iowa",7152,12.563443789
"19009","Audubon County, Iowa",5496,12.407403201
"19037","Chickasaw County, Iowa",11933,23.661385458
"19039","Clarke County, Iowa",9395,21.789724194
"19051","Davis County, Iowa",9000,17.92156117
"12019","Clay County, Florida",219252,362.63057436
"12067","Lafayette County, Florida",8422,15.500288741
"12069","Lake County, Florida",367118,386.1320543
"12089","Nassau County, Florida",88625,136.62350377
"12103","Pinellas County, Florida",974996,3561.2781285
"12105","Polk County, Florida",724777,403.20522157
"12111","St. Lucie County, Florida",328297,574.29667346
"12043","Glades County, Florida",13811,17.123165499
"12051","Hendry County, Florida",42022,36.344011064
"12061","Indian River County, Florida",159923,318.07512707
"12063","Jackson County, Florida",46414,50.55019229
"12099","Palm Beach County, Florida",1496770,761.99313226
"12109","St. Johns County, Florida",264672,440.7050343
"12117","Seminole County, Florida",471826,1525.3362784
"12086","Miami-Dade County, Florida",2716940,1430.0879913
"12005","Bay County, Florida",174705,230.30172695
"12035","Flagler County, Florida",115081,237.20947675
"12037","Franklin County, Florida",12125,22.24195612
"12045","Gulf County, Florida",13639,24.64407634
"12047","Hamilton County, Florida",14428,28.081941717
"12077","Liberty County, Florida",8354,9.9980448271
"12097","Osceola County, Florida",375751,283.03811034
"12119","Sumter County, Florida",132420,237.68129645
"12131","Walton County, Florida",74071,71.377063157
"12039","Gadsden County, Florida",45660,88.435431486
"12059","Holmes County, Florida",19617,40.966333101
"12065","Jefferson County, Florida",14246,23.819664615
"12071","Lee County, Florida",770577,986.07766533
"12083","Marion County, Florida",365579,230.15315849
"12049","Hardee County, Florida",26937,42.249148339
"12021","Collier County, Florida",384902,192.74608394
"12093","Okeechobee County, Florida",42168,54.823647905
"12095","Orange County, Florida",1393452,1545.0772998
"12101","Pasco County, Florida",553947,741.97917716
"12041","Gilchrist County, Florida",18582,53.137750778
"12055","Highlands County, Florida",106221,104.3793425
"12121","Suwannee County, Florida",44417,64.507811609
"12001","Alachua County, Florida",269043,307.28851819
"12027","DeSoto County, Florida",38001,59.684954353
"12013","Calhoun County, Florida",14105,24.861791115
"12015","Charlotte County, Florida",188910,277.35736469
"12023","Columbia County, Florida",71686,89.882616434
"12029","Dixie County, Florida",16826,23.862999057
"12085","Martin County, Florida",161000,296.0539284
"12107","Putnam County, Florida",74521,102.382701
"12115","Sarasota County, Florida",433742,780.13055204
"12125","Union County, Florida",15237,62.56081663
"12081","Manatee County, Florida",403253,542.27582552
"12017","Citrus County, Florida",149657,257.18197519
"12075","Levy County, Florida",41503,37.115151768
"12003","Baker County, Florida",29210,49.911990836
"12113","Santa Rosa County, Florida",184313,182.05920707
"12127","Volusia County, Florida",553284,502.41804154
"12073","Leon County, Florida",293582,440.22546489
"12011","Broward County, Florida",1952778,1623.499921
"12079","Madison County, Florida",18493,26.550226543
"12087","Monroe County, Florida",74228,75.509435696
"12033","Escambia County, Florida",318316,484.51894692
"12053","Hernando County, Florida",193920,410.01303591
"12057","Hillsborough County, Florida",1471968,1440.3883066
"12091","Okaloosa County, Florida",210738,226.54514971
"12123","Taylor County, Florida",21569,20.673471932
"12129","Wakulla County, Florida",33739,55.636527316
"13187","Lumpkin County, Georgia",33610,118.7874112
"13189","McDuffie County, Georgia",21312,82.774133665
"13201","Miller County, Georgia",5718,20.246237336
"13211","Morgan County, Georgia",19276,55.485929007
"13149","Heard County, Georgia",11923,40.284179989
"13219","Oconee County, Georgia",40280,218.51540925
"13095","Dougherty County, Georgia",87956,267.63323588
"13111","Fannin County, Georgia",26188,67.650898703
"13151","Henry County, Georgia",234561,736.11147402
"13153","Houston County, Georgia",157863,419.80001952
"13175","Laurens County, Georgia",47546,58.89289941
"13183","Long County, Georgia",19559,48.849483611
"13255","Spalding County, Georgia",66703,340.33316973
"13257","Stephens County, Georgia",25925,144.71096476
"13271","Telfair County, Georgia",15860,36.267388825
"13291","Union County, Georgia",24511,76.100933259
"13293","Upson County, Georgia",26320,81.368499194
"13303","Washington County, Georgia",20374,30.027404572
"13311","White County, Georgia",30798,127.92876454
"13225","Peach County, Georgia",27546,183.29249658
"13223","Paulding County, Georgia",168667,540.02982095
"13229","Pierce County, Georgia",19465,57.174392586
"13231","Pike County, Georgia",18962,87.752048679
"13245","Richmond County, Georgia",202518,624.41570879
"13251","Screven County, Georgia",13966,21.626845678
"13267","Tattnall County, Georgia",25286,52.588936502
"13019","Berrien County, Georgia",19397,42.783499826
"13295","Walker County, Georgia",69761,156.27806989
"13135","Gwinnett County, Georgia",936250,2174.1752753
"13013","Barrow County, Georgia",83240,516.90185253
"13049","Charlton County, Georgia",13392,17.167318689
"13065","Clinch County, Georgia",6618,8.1202878844
"13015","Bartow County, Georgia",107738,234.76983541
"13097","Douglas County, Georgia",146343,731.21043705
"13131","Grady County, Georgia",24633,54.197856078
"13161","Jeff Davis County, Georgia",15115,45.675982346
"13141","Hancock County, Georgia",8457,17.952857857
"13313","Whitfield County, Georgia",104628,360.24224386
"13037","Calhoun County, Georgia",6189,22.073290155
"13193","Macon County, Georgia",12947,32.314015098
"13285","Troup County, Georgia",69922,168.89065797
"13021","Bibb County, Georgia",153159,614.11369433
"13145","Harris County, Georgia",35236,75.968342179
"13197","Marion County, Georgia",8359,22.837741593
"13249","Schley County, Georgia",5257,31.49628518
"13321","Worth County, Georgia",20247,35.476726848
"13023","Bleckley County, Georgia",12873,59.632498232
"13093","Dooly County, Georgia",13390,34.10329848
"13109","Evans County, Georgia",10654,58.252119003
"13119","Franklin County, Georgia",23349,89.267709284
"13307","Webster County, Georgia",2607,12.452439924
"13103","Effingham County, Georgia",64296,134.28047126
"13171","Lamar County, Georgia",19077,103.96149303
"13125","Glascock County, Georgia",2971,20.668466164
"13107","Emanuel County, Georgia",22646,33.27497148
"13239","Quitman County, Georgia",2299,15.201265389
"13051","Chatham County, Georgia",289430,668.24945353
"13159","Jasper County, Georgia",14219,38.595984708
"13167","Johnson County, Georgia",9643,31.823101062
"13173","Lanier County, Georgia",10423,53.033498688
"13179","Liberty County, Georgia",61435,118.95161658
"13195","Madison County, Georgia",29880,105.83442339
"13205","Mitchell County, Georgia",21863,42.687998082
"13253","Seminole County, Georgia",8090,34.058009568
"13277","Tift County, Georgia",40644,155.79031876
"13289","Twiggs County, Georgia",8120,22.602039493
"13233","Polk County, Georgia",42613,137.31381163
"13263","Talbot County, Georgia",6195,15.828711442
"13269","Taylor County, Georgia",8020,21.290923576
"13273","Terrell County, Georgia",8531,25.409627259
"13275","Thomas County, Georgia",44451,81.61793304
"13279","Toombs County, Georgia",26830,73.706990666
"13319","Wilkinson County, Georgia",8954,19.932576164
"13209","Montgomery County, Georgia",9172,38.035182446
"13221","Oglethorpe County, Georgia",15259,34.753603574
"13243","Randolph County, Georgia",6778,15.827719353
"13247","Rockdale County, Georgia",90896,700.17769965
"13299","Ware County, Georgia",35734,39.738681805
"13305","Wayne County, Georgia",29927,46.619857609
"13309","Wheeler County, Georgia",7855,26.583004569
"13315","Wilcox County, Georgia",8635,22.855356522
"13009","Baldwin County, Georgia",44890,173.52206295
"13011","Banks County, Georgia",19234,82.885148043
"13031","Bulloch County, Georgia",79608,117.7718324
"13059","Clarke County, Georgia",128331,1076.3988884
"13061","Clay County, Georgia",2834,14.503289288
"13101","Echols County, Georgia",4006,9.5288579495
"13127","Glynn County, Georgia",85292,203.29351446
"13089","DeKalb County, Georgia",759297,2836.041489
"13143","Haralson County, Georgia",29792,105.58352184
"13157","Jackson County, Georgia",72977,214.84764978
"13163","Jefferson County, Georgia",15362,29.174765401
"13169","Jones County, Georgia",28735,72.942274444
"13181","Lincoln County, Georgia",7921,37.650702451
"13213","Murray County, Georgia",40096,116.39102014
"13215","Muscogee County, Georgia",195769,904.33168193
"13235","Pulaski County, Georgia",11137,44.680007989
"13241","Rabun County, Georgia",17137,46.298679791
"13259","Stewart County, Georgia",6621,14.432745408
"13281","Towns County, Georgia",12037,72.309950917
"13283","Treutlen County, Georgia",6901,34.603078806
"13287","Turner County, Georgia",7985,27.976777812
"13155","Irwin County, Georgia",9416,26.571642734
"13003","Atkinson County, Georgia",8165,23.82421753
"13001","Appling County, Georgia",18386,36.173410386
"13005","Bacon County, Georgia",11164,39.29810477
"13025","Brantley County, Georgia",19109,43.113474666
"13017","Ben Hill County, Georgia",16700,66.76745971
"13033","Burke County, Georgia",22383,27.064154321
"13047","Catoosa County, Georgia",67580,416.74254951
"13053","Chattahoochee County, Georgia",10907,43.849500395
"13055","Chattooga County, Georgia",24789,79.11550459
"13073","Columbia County, Georgia",156714,540.25162678
"13087","Decatur County, Georgia",26404,44.215082308
"13115","Floyd County, Georgia",98498,193.20052674
"13117","Forsyth County, Georgia",244252,1087.7329881
"13137","Habersham County, Georgia",45328,163.74088544
"13147","Hart County, Georgia",26205,112.74742334
"13185","Lowndes County, Georgia",117406,236.15375655
"13191","McIntosh County, Georgia",14378,33.332243495
"13199","Meriwether County, Georgia",21167,42.230671796
"13207","Monroe County, Georgia",27578,69.625311737
"13237","Putnam County, Georgia",22119,64.172226769
"13261","Sumter County, Georgia",29524,61.141832579
"13265","Taliaferro County, Georgia",1537,7.8979492606
"13301","Warren County, Georgia",5254,18.476713947
"13007","Baker County, Georgia",3038,8.8841493582
"13029","Bryan County, Georgia",39627,90.566155149
"13035","Butts County, Georgia",24936,135.75048129
"13043","Candler County, Georgia",10803,44.445931938
"13039","Camden County, Georgia",54666,86.727841636
"13045","Carroll County, Georgia",119992,240.45156181
"13079","Crawford County, Georgia",12404,38.176318159
"13099","Early County, Georgia",10190,19.879066674
"13081","Crisp County, Georgia",22372,82.04501741
"13069","Coffee County, Georgia",43273,73.065025763
"13077","Coweta County, Georgia",148509,336.80589489
"13067","Cobb County, Georgia",760141,2237.0896015
"13123","Gilmer County, Georgia",31369,73.599328187
"13083","Dade County, Georgia",16116,92.631502469
"13297","Walton County, Georgia",94593,289.43893691
"13317","Wilkes County, Georgia",9777,20.824246163
"13027","Brooks County, Georgia",15457,31.341228373
"13091","Dodge County, Georgia",20605,41.545982312
"13129","Gordon County, Georgia",57963,162.61519552
"13105","Elbert County, Georgia",19194,54.668554458
"13057","Cherokee County, Georgia",258773,614.54094882
"13113","Fayette County, Georgia",114421,588.65191144
"13165","Jenkins County, Georgia",8676,24.979491545
"13177","Lee County, Georgia",29992,84.275042377
"13217","Newton County, Georgia",111744,408.12156823
"13227","Pickens County, Georgia",32591,140.44249934
"13133","Greene County, Georgia",18324,47.26782481
"13071","Colquitt County, Georgia",45600,83.358192876
"13075","Cook County, Georgia",17270,75.606139957
"13085","Dawson County, Georgia",26108,123.83548313
"13063","Clayton County, Georgia",292256,2062.8050676
"13121","Fulton County, Georgia",1063937,2019.9144194
"13139","Hall County, Georgia",204441,520.20744436
"15001","Hawaii County, Hawaii",201513,50.022473825
"15003","Honolulu County, Hawaii",974563,1622.7267286
"15009","Maui County, Hawaii",167417,144.13488696
"15007","Kauai County, Hawaii",72293,116.62341805
"15005","Kalawao County, Hawaii",86,7.1718016358
"16071","Oneida County, Idaho",4531,3.779136259
"16031","Cassia County, Idaho",24030,9.3661953988
"16045","Gem County, Idaho",18112,32.356177425
"16063","Lincoln County, Idaho",5366,4.4665908139
"16085","Valley County, Idaho",11392,3.1082233059
"16003","Adams County, Idaho",4294,3.1508540036
"16041","Franklin County, Idaho",13876,20.928511828
"16069","Nez Perce County, Idaho",40408,47.632942636
"16053","Jerome County, Idaho",24412,40.858854222
"16055","Kootenai County, Idaho",165697,133.8663393
"16061","Lewis County, Idaho",3838,8.0155129595
"16067","Minidoka County, Idaho",21039,27.792751447
"16083","Twin Falls County, Idaho",86878,45.208745419
"16073","Owyhee County, Idaho",11823,1.5418208549
"16013","Blaine County, Idaho",23021,8.7275555573
"16015","Boise County, Idaho",7831,4.1225429927
"16021","Boundary County, Idaho",12245,9.65177045
"16023","Butte County, Idaho",2597,1.1611962075
"16029","Caribou County, Idaho",7155,4.0556768849
"16047","Gooding County, Idaho",15179,20.812506505
"16001","Ada County, Idaho",481587,457.77677936
"16005","Bannock County, Idaho",87808,78.929151368
"16007","Bear Lake County, Idaho",6125,6.2773658062
"16011","Bingham County, Idaho",46811,22.357037187
"16019","Bonneville County, Idaho",119062,63.806604204
"16025","Camas County, Idaho",1106,1.029570572
"16027","Canyon County, Idaho",229849,391.53410967
"16035","Clearwater County, Idaho",8756,3.5632406956
"16051","Jefferson County, Idaho",29871,27.312384314
"16057","Latah County, Idaho",40108,37.27969564
"16059","Lemhi County, Idaho",8027,1.7588825118
"16075","Payette County, Idaho",23951,58.863243267
"16009","Benewah County, Idaho",9298,11.96759507
"16017","Bonner County, Idaho",45739,26.389392882
"16033","Clark County, Idaho",845,0.4792572274
"16037","Custer County, Idaho",4315,0.8766446642
"16039","Elmore County, Idaho",27511,8.9464372041
"16043","Fremont County, Idaho",13099,7.0275126439
"16065","Madison County, Idaho",39907,85.041109855
"16079","Shoshone County, Idaho",12882,4.8843098868
"16049","Idaho County, Idaho",16667,1.9660280113
"16081","Teton County, Idaho",12142,27.036844278
"16077","Power County, Idaho",7681,5.4714759693
"16087","Washington County, Idaho",10194,7.0165419169
"17067","Hancock County, Illinois",17708,22.309337817
"17119","Madison County, Illinois",262966,367.52447012
"17063","Grundy County, Illinois",51054,122.10203892
"17091","Kankakee County, Illinois",109862,162.39877206
"17131","Mercer County, Illinois",15437,27.505176669
"17043","DuPage County, Illinois",922921,2815.8528427
"17167","Sangamon County, Illinois",194672,224.20718355
"17003","Alexander County, Illinois",5761,24.473855357
"17129","Menard County, Illinois",12196,38.792438458
"17157","Randolph County, Illinois",31782,55.237769219
"17099","LaSalle County, Illinois",108669,95.729465059
"17031","Cook County, Illinois",5150233,5450.3843595
"17141","Ogle County, Illinois",50643,66.753786025
"17115","Macon County, Illinois",104009,179.14804066
"17137","Morgan County, Illinois",33658,59.157679676
"17177","Stephenson County, Illinois",44498,78.862673903
"17191","Wayne County, Illinois",16215,22.715501847
"17193","White County, Illinois",13537,27.348431398
"17203","Woodford County, Illinois",38459,72.875882999
"17055","Franklin County, Illinois",38469,94.074307236
"17071","Henderson County, Illinois",6646,17.545059174
"17109","McDonough County, Illinois",29682,50.366264505
"17111","McHenry County, Illinois",307774,510.07020571
"17113","McLean County, Illinois",171517,144.95426442
"17139","Moultrie County, Illinois",14501,43.162778934
"17145","Perry County, Illinois",20916,47.338086834
"17149","Pike County, Illinois",15561,18.71771172
"17151","Pope County, Illinois",4177,11.3242727
"17161","Rock Island County, Illinois",141879,331.91723838
"17163","St. Clair County, Illinois",259686,394.83773394
"40055","Greer County, Oklahoma",5712,8.9350255753
"40073","Kingfisher County, Oklahoma",15765,17.55419481
"40087","McClain County, Oklahoma",40474,70.917809271
"40091","McIntosh County, Oklahoma",19596,31.693954432
"40095","Marshall County, Oklahoma",16931,45.562258785
"40099","Murray County, Oklahoma",14073,33.798980541
"40103","Noble County, Oklahoma",11131,15.207974671
